model_version,position_group,role,duty,attribute,base_weight,duty_modifier,effective_weight,weight_tier,core_soft_floor_applies,soft_floor_if_attr_lt_6,soft_floor_if_attr_lt_8,soft_floor_if_attr_lt_10,normal_multiplier_if_attr_ge_10,notes,source_url
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Dribbling,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,First Touch,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Marking,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Off The Ball,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Passing,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Positioning,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Stamina,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Tackling,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Teamwork,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Technique,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Vision,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Attack,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Anticipation,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Composure,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Concentration,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Dribbling,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,First Touch,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Marking,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Off The Ball,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Passing,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Positioning,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Stamina,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Tackling,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Teamwork,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Technique,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Vision,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Defend,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Anticipation,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Composure,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Decisions,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Dribbling,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,First Touch,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Marking,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Off The Ball,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Passing,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Positioning,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Stamina,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Tackling,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Teamwork,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Technique,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Vision,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Inverted Wing Back,Support,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Attack,Acceleration,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Attack,Crossing,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Attack,Decisions,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Attack,Dribbling,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Attack,Marking,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Attack,Off The Ball,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Attack,Pace,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Attack,Passing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Attack,Positioning,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Attack,Stamina,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Attack,Tackling,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Attack,Teamwork,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Attack,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Acceleration,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Concentration,0,1,1,marginal,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Crossing,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Decisions,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Dribbling,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Marking,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Off The Ball,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Pace,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Passing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Positioning,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Stamina,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Tackling,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Teamwork,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Defend,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Support,Acceleration,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Support,Crossing,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Support,Decisions,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Support,Dribbling,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Support,Marking,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Support,Off The Ball,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Support,Pace,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Support,Passing,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Support,Positioning,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Support,Stamina,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Support,Tackling,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Support,Teamwork,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DL/DR/WBL/WBR,Wing Back,Support,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Anchor Man,Defend,Anticipation,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Anchor Man,Defend,Bravery,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Anchor Man,Defend,Composure,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Anchor Man,Defend,Concentration,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Anchor Man,Defend,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Anchor Man,Defend,Marking,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Anchor Man,Defend,Passing,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Anchor Man,Defend,Positioning,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Anchor Man,Defend,Strength,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Anchor Man,Defend,Tackling,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Anchor Man,Defend,Teamwork,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Defend,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Defend,Composure,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Defend,Concentration,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Defend,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Defend,Marking,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Defend,Passing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Defend,Positioning,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Defend,Strength,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Defend,Tackling,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Defend,Teamwork,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Defend,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Support,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Support,Composure,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Support,Concentration,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Support,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Support,Marking,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Support,Passing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Support,Positioning,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Support,Strength,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Support,Tackling,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Support,Teamwork,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Defensive Midfielder,Support,Work Rate,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Half Back,Defend,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Half Back,Defend,Composure,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Half Back,Defend,Concentration,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Half Back,Defend,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Half Back,Defend,First Touch,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Half Back,Defend,Marking,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Half Back,Defend,Passing,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Half Back,Defend,Positioning,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Half Back,Defend,Strength,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Half Back,Defend,Tackling,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Half Back,Defend,Teamwork,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Regista,Support,Agility,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Regista,Support,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Regista,Support,Composure,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Regista,Support,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Regista,Support,Dribbling,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Regista,Support,First Touch,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Regista,Support,Flair,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Regista,Support,Off The Ball,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Regista,Support,Passing,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Regista,Support,Stamina,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Regista,Support,Technique,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Regista,Support,Vision,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Regista,Support,Work Rate,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Attack,Acceleration,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Attack,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Attack,Composure,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Attack,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Attack,Finishing,2,1,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Attack,Long Shots,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Attack,Off The Ball,4,1,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Attack,Passing,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Attack,Positioning,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Attack,Stamina,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Attack,Strength,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Attack,Tackling,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Attack,Work Rate,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Support,Acceleration,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Support,Anticipation,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Support,Composure,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Support,Decisions,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Support,Finishing,2,0,2,useful,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Support,Long Shots,3,0,3,important,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Support,Off The Ball,4,0,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Support,Passing,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Support,Positioning,3,1,4,primary,no,,,,,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
role_weights_v2.0,DM,Segundo Volante,Support,Stamina,5,0,5,role-defining/core,yes,0.75,0.85,0.93,1.0,,https://www.fmscout.com/a-guide-to-player-roles-in-football-manager.html
